batchSize: 512
imageType: rcnn
imageFeaturemapSize: 36
imageFeatureChannels: 2048
gloveName: glove.42B.300d
gloveSize: 300
testName: gru_rcnn_nrom
augmentations: None
dropout: True
gatedTanh: True
modelIdentifier: None
epoch: 0
stop: 23
initializer: he_normal
batchNorm: False
embedding: gru
noise: 0.15
trainvaltogether: True

 1, 0.2456, 0.2461
 2, 0.4833, 0.4878
 3, 0.5270, 0.5390
 4, 0.5507, 0.5689
 5, 0.5665, 0.5941
 6, 0.5801, 0.6151
 7, 0.5891, 0.6391
 8, 0.5993, 0.6571
 9, 0.6055, 0.6684
10, 0.6114, 0.6842
11, 0.6153, 0.7011
12, 0.6203, 0.7118
13, 0.6224, 0.7285
14, 0.6234, 0.7375
15, 0.6247, 0.7463
16, 0.6262, 0.7590
17, 0.6271, 0.7674
18, 0.6284, 0.7774
19, 0.6274, 0.7852
20, 0.6293, 0.7926
21, 0.6277, 0.7995
22, 0.6292, 0.8066
